"1º Cerrado";"2º Amazônia";"3º Caatinga";"4º Mata Atlântica";"5º Pantanal";"6º Pampa"
"5.468.213 ha";"5.012.608 ha";"342.609 ha";"215.967 ha";"170.632 ha";"8.801 ha"
