"Nível 1","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Total queimado","20033185.834383573","18636564.812600963","26087195.492664903","25957647.002381664","9774968.116836913","13707421.49402762","14339299.872289073","13153108.078240924","17294778.97817232","16859384.464451507","14362245.57027742","17337152.04456209","16655974.163042944","25028518.21122742","22204046.966066483","16541452.27129121","22134356.273538485","20537247.24859437","16864047.82654596","21629470.191586338","22890279.892436177","13452652.80579508","30709992.877364356","15797080.143881831","9954467.917409703","28348181.781189274","11139907.492961789","18214305.29231439","10808852.810595872","17344131.71197682","22117018.782139905","20240648.238756165","21398291.369672243","11217829.197898082"
