"1º Cerrado";"2º Amazônia";"3º Caatinga";"4º Pantanal";"5º Mata Atlântica";"6º Pampa"
"7.575.938 ha";"6.808.946 ha";"576.861 ha";"539.647 ha";"281.622 ha";"15.529 ha"
