"1º Amazônia";"2º Cerrado";"3º Pantanal";"4º Mata Atlântica";"5º Caatinga";"6º Pampa"
"15.622.803 ha";"10.571.607 ha";"2.220.416 ha";"1.221.537 ha";"402.799 ha";"4.619 ha"
